Map,Player,Team,Agent,Overall VLR Rating,Overall ACS,Overall Kills,Overall Deaths,Overall Assists,Overall +/-,Overall KAST,Overall ADR,Overall HS%,Overall First Kills,Overall First Deaths,Overall First Blood +/-,Attack VLR Rating,Attack ACS,Attack Kills,Attack Deaths,Attack Assists,Attack +/-,Attack KAST,Attack ADR,Attack HS%,Attack First Kills,Attack First Deaths,Attack First Blood +/-,Defense VLR Rating,Defense ACS,Defense Kills,Defense Deaths,Defense Assists,Defense +/-,Defense KAST,Defense ADR,Defense HS%,Defense First Kills,Defense First Deaths,Defense First Blood +/-,Map Result,Rounds Won,Rounds Lost,Total Rounds,Attack Rounds Won,Attack Rounds Lost,Total Attack Rounds,Defense Rounds Won,Defense Rounds Lost,Total Defense Rounds,Attack Half Rounds Won,Attack Half Rounds Lost,Total Attack Half Rounds,Defense Half Rounds Won,Defense Half Rounds Lost,Total Defense Half Rounds,Overtime Attack Rounds Won,Overtime Attack Rounds Lost,Total Overtime Attack Rounds,Overtime Defense Rounds Won,Overtime Defense Rounds Lost,Total Overtime Defense Rounds,Overtime Rounds Won,Overtime Rounds Lost,Total Overtime Rounds
Bind,Melser,KRÜ,brimstone,0.95,156,10,12,7,-2,74%,106,18%,1,0,1,1.5,223,6,3,4,3,100%,122,17%,1,0,1,0.63,117,4,9,3,-5,58%,96,20%,0,0,0,Win,13,6,19,7,0,7,6,6,12,7,0,7,6,6,12,0,0,0,0,0,0,0,0,0
Bind,Dantedeu5,KRÜ,yoru,0.78,173,12,14,6,-2,74%,118,31%,3,3,0,1.1,223,6,4,3,2,86%,138,38%,1,1,0,0.59,145,6,10,3,-4,67%,106,26%,2,2,0,Win,13,6,19,7,0,7,6,6,12,7,0,7,6,6,12,0,0,0,0,0,0,0,0,0
Haven,C0M,LEV,sova,1.23,229,18,14,8,4,78%,176,50%,1,0,1,1.03,231,9,10,2,-1,67%,166,37%,0,0,0,1.45,227,9,4,6,5,91%,188,67%,1,0,1,Win,13,10,23,4,8,12,9,2,11,4,8,12,9,2,11,0,0,0,0,0,0,0,0,0
Haven,kiNgg,LEV,omen,1.18,177,15,13,6,2,74%,114,26%,2,1,1,0.95,182,7,9,3,-2,67%,123,23%,1,1,0,1.43,172,8,4,3,4,82%,105,29%,1,0,1,Win,13,10,23,4,8,12,9,2,11,4,8,12,9,2,11,0,0,0,0,0,0,0,0,0
Haven,Okeanos,LEV,neon,0.85,194,17,17,3,0,70%,131,33%,2,3,-1,0.27,111,4,11,2,-7,58%,79,23%,0,3,-3,1.48,286,13,6,1,7,82%,187,43%,2,0,2,Win,13,10,23,4,8,12,9,2,11,4,8,12,9,2,11,0,0,0,0,0,0,0,0,0
Haven,tex,LEV,cypher,0.75,166,13,17,6,-4,74%,112,23%,3,2,1,0.32,128,6,12,1,-6,58%,70,33%,2,2,0,1.21,208,7,5,5,2,91%,158,19%,1,0,1,Win,13,10,23,4,8,12,9,2,11,4,8,12,9,2,11,0,0,0,0,0,0,0,0,0
Haven,Sato,LEV,yoru,0.63,189,14,18,5,-4,65%,124,33%,4,5,-1,0.36,130,5,11,3,-6,67%,92,15%,1,2,-1,0.92,253,9,7,2,2,64%,159,50%,3,3,0,Win,13,10,23,4,8,12,9,2,11,4,8,12,9,2,11,0,0,0,0,0,0,0,0,0
Haven,Melser,KRÜ,omen,1.44,233,20,13,12,7,83%,143,33%,3,0,3,0.85,160,6,9,3,-3,64%,97,47%,0,0,0,1.98,301,14,4,9,10,100%,186,25%,3,0,3,Loss,10,13,23,2,9,11,8,4,12,2,9,11,8,4,12,0,0,0,0,0,0,0,0,0
Haven,Mazino,KRÜ,sova,1.19,205,16,14,8,2,83%,136,22%,3,0,3,0.67,104,4,8,1,-4,64%,61,30%,0,0,0,1.65,298,12,6,7,6,100%,204,20%,3,0,3,Loss,10,13,23,2,9,11,8,4,12,2,9,11,8,4,12,0,0,0,0,0,0,0,0,0
Haven,keznit,KRÜ,iso,1.16,240,20,16,6,4,78%,158,35%,0,2,-2,0.84,188,7,9,2,-2,55%,118,41%,0,2,-2,1.45,289,13,7,4,6,100%,194,32%,0,0,0,Loss,10,13,23,2,9,11,8,4,12,2,9,11,8,4,12,0,0,0,0,0,0,0,0,0
Haven,Dantedeu5,KRÜ,yoru,0.98,199,16,17,6,-1,61%,132,22%,3,7,-4,0.68,152,4,10,4,-6,45%,112,14%,2,5,-3,1.26,242,12,7,2,5,75%,149,30%,1,2,-1,Loss,10,13,23,2,9,11,8,4,12,2,9,11,8,4,12,0,0,0,0,0,0,0,0,0
Haven,Shyy,KRÜ,cypher,0.53,117,7,17,11,-10,61%,82,21%,2,3,-1,0.59,142,5,10,4,-5,55%,90,25%,1,1,0,0.48,95,2,7,7,-5,67%,74,17%,1,2,-1,Loss,10,13,23,2,9,11,8,4,12,2,9,11,8,4,12,0,0,0,0,0,0,0,0,0
Ascent,Sato,LEV,yoru,1.62,342,21,10,2,11,76%,197,38%,5,1,4,2.48,557,10,4,2,6,100%,294,46%,2,0,2,1.25,253,11,6,0,5,67%,157,30%,3,1,2,Win,13,4,17,5,0,5,8,4,12,5,0,5,8,4,12,0,0,0,0,0,0,0,0,0
Ascent,kiNgg,LEV,vyse,1.49,285,18,9,5,9,94%,191,33%,4,1,3,1.33,212,4,2,2,2,100%,125,30%,1,0,1,1.56,316,14,7,3,7,92%,219,33%,3,1,2,Win,13,4,17,5,0,5,8,4,12,5,0,5,8,4,12,0,0,0,0,0,0,0,0,0
Ascent,tex,LEV,chamber,1.3,218,16,7,4,9,82%,146,26%,0,1,-1,0.7,61,1,2,1,-1,80%,43,0%,0,1,-1,1.55,284,15,5,3,10,83%,189,28%,0,0,0,Win,13,4,17,5,0,5,8,4,12,5,0,5,8,4,12,0,0,0,0,0,0,0,0,0
Ascent,Okeanos,LEV,omen,1.17,227,14,7,11,7,88%,137,26%,4,1,3,2.47,390,8,0,4,8,100%,235,23%,1,0,1,0.62,159,6,7,7,-1,83%,96,29%,3,1,2,Win,13,4,17,5,0,5,8,4,12,5,0,5,8,4,12,0,0,0,0,0,0,0,0,0
Ascent,C0M,LEV,sova,1.04,166,9,8,7,1,88%,125,10%,0,0,0,0.96,72,2,1,0,1,100%,62,67%,0,0,0,1.08,205,7,7,7,0,83%,151,5%,0,0,0,Win,13,4,17,5,0,5,8,4,12,5,0,5,8,4,12,0,0,0,0,0,0,0,0,0
Ascent,Shyy,KRÜ,cypher,0.85,182,11,15,0,-4,59%,121,40%,1,2,-1,0.96,167,8,10,0,-2,58%,107,53%,0,2,-2,0.59,220,3,5,0,-2,60%,156,27%,1,0,1,Loss,4,13,17,4,8,12,0,5,5,4,8,12,0,5,5,0,0,0,0,0,0,0,0,0
Ascent,Dantedeu5,KRÜ,jett,0.84,229,11,17,6,-6,76%,158,25%,1,4,-3,0.69,191,6,12,5,-6,75%,134,17%,1,3,-2,1.17,323,5,5,1,0,80%,215,45%,0,1,-1,Loss,4,13,17,4,8,12,0,5,5,4,8,12,0,5,5,0,0,0,0,0,0,0,0,0
Ascent,keznit,KRÜ,yoru,0.79,171,10,15,2,-5,47%,111,19%,2,2,0,0.96,222,9,10,2,-1,58%,145,22%,2,2,0,0.39,52,1,5,0,-4,20%,30,0%,0,0,0,Loss,4,13,17,4,8,12,0,5,5,4,8,12,0,5,5,0,0,0,0,0,0,0,0,0
Ascent,Melser,KRÜ,omen,0.47,118,6,15,6,-9,59%,80,23%,0,4,-4,0.76,161,6,10,5,-4,75%,109,21%,0,1,-1,0.01,16,0,5,1,-5,20%,11,100%,0,3,-3,Loss,4,13,17,4,8,12,0,5,5,4,8,12,0,5,5,0,0,0,0,0,0,0,0,0
Ascent,Mazino,KRÜ,sova,0.24,88,3,16,4,-13,35%,70,10%,0,1,-1,0.33,105,3,11,2,-8,42%,78,11%,0,1,-1,0.04,49,0,5,2,-5,20%,49,0%,0,0,0,Loss,4,13,17,4,8,12,0,5,5,4,8,12,0,5,5,0,0,0,0,0,0,0,0,0
Corrode,heat,FUR,viper,0.92,220,11,12,2,-1,67%,167,42%,1,1,0,0.52,182,2,3,0,-1,67%,116,60%,0,0,0,1.01,230,9,9,2,0,67%,180,39%,1,1,0,Loss,2,13,15,0,3,3,2,10,12,0,3,3,2,10,12,0,0,0,0,0,0,0,0,0
Corrode,adverso,FUR,fade,0.82,157,8,12,1,-4,73%,99,15%,1,0,1,0.7,179,2,3,0,-1,67%,89,33%,0,0,0,0.85,152,6,9,1,-3,75%,102,11%,1,0,1,Loss,2,13,15,0,3,3,2,10,12,0,3,3,2,10,12,0,0,0,0,0,0,0,0,0
Corrode,tuyz,FUR,omen,0.7,128,6,11,3,-5,73%,87,19%,2,1,1,0.21,100,1,3,0,-2,33%,54,67%,1,1,0,0.82,135,5,8,3,-3,83%,95,13%,1,0,1,Loss,2,13,15,0,3,3,2,10,12,0,3,3,2,10,12,0,0,0,0,0,0,0,0,0
Corrode,Palla,FUR,neon,0.68,214,10,14,2,-4,53%,145,26%,3,5,-2,0.01,59,0,3,0,-3,0%,59,0%,0,1,-1,0.91,254,10,11,2,-1,67%,166,31%,3,4,-1,Loss,2,13,15,0,3,3,2,10,12,0,3,3,2,10,12,0,0,0,0,0,0,0,0,0
Corrode,Urango,FUR,sage,0.55,130,6,14,3,-8,60%,89,32%,0,1,-1,0.06,72,0,3,1,-3,33%,72,14%,0,0,0,0.67,145,6,11,2,-5,67%,94,40%,0,1,-1,Loss,2,13,15,0,3,3,2,10,12,0,3,3,2,10,12,0,0,0,0,0,0,0,0,0
Corrode,jawgemo,G2,waylay,1.42,330,17,12,4,5,93%,200,35%,5,3,2,1.19,308,12,10,4,2,92%,189,32%,4,3,1,2.35,422,5,2,0,3,100%,243,45%,1,0,1,Win,13,2,15,10,2,12,3,0,3,10,2,12,3,0,3,0,0,0,0,0,0,0,0,0
Corrode,BABYBAY,G2,viper,1.42,322,18,8,6,10,93%,193,35%,3,1,2,1.31,324,14,7,4,7,92%,196,39%,2,1,1,1.88,319,4,1,2,3,100%,181,20%,1,0,1,Win,13,2,15,10,2,12,3,0,3,10,2,12,3,0,3,0,0,0,0,0,0,0,0,0
Corrode,trent,G2,fade,1.3,162,11,5,10,6,93%,83,30%,0,0,0,1.19,159,9,5,8,4,92%,81,31%,0,0,0,1.73,179,2,0,2,2,100%,92,29%,0,0,0,Win,13,2,15,10,2,12,3,0,3,10,2,12,3,0,3,0,0,0,0,0,0,0,0,0
Corrode,valyn,G2,omen,1.07,193,12,8,3,4,67%,106,24%,0,2,-2,0.83,152,8,7,1,1,58%,83,27%,0,2,-2,2.02,358,4,1,2,3,100%,196,22%,0,0,0,Win,13,2,15,10,2,12,3,0,3,10,2,12,3,0,3,0,0,0,0,0,0,0,0,0
Corrode,JonahP,G2,sage,0.91,144,5,8,9,-3,87%,111,13%,0,1,-1,0.99,166,5,7,8,-2,83%,124,15%,0,0,0,0.58,58,0,1,1,-1,100%,58,0%,0,1,-1,Win,13,2,15,10,2,12,3,0,3,10,2,12,3,0,3,0,0,0,0,0,0,0,0,0
Ascent,heat,FUR,chamber,1.29,249,15,12,1,3,61%,152,17%,4,1,3,0.72,125,3,5,0,-2,33%,72,0%,0,0,0,1.57,312,12,7,1,5,75%,191,21%,4,1,3,Loss,5,13,18,1,5,6,4,8,12,1,5,6,4,8,12,0,0,0,0,0,0,0,0,0
Ascent,adverso,FUR,vyse,0.97,213,13,13,2,0,61%,136,32%,1,3,-2,1.33,215,5,4,1,1,67%,141,31%,0,1,-1,0.79,212,8,9,1,-1,58%,134,32%,1,2,-1,Loss,5,13,18,1,5,6,4,8,12,1,5,6,4,8,12,0,0,0,0,0,0,0,0,0
Ascent,tuyz,FUR,omen,0.74,111,6,11,10,-5,78%,68,15%,0,0,0,0.44,106,2,5,3,-3,67%,60,0%,0,0,0,0.89,114,4,6,7,-2,83%,71,24%,0,0,0,Loss,5,13,18,1,5,6,4,8,12,1,5,6,4,8,12,0,0,0,0,0,0,0,0,0
Ascent,Urango,FUR,sova,0.6,114,7,13,4,-6,61%,90,29%,0,1,-1,0.02,35,0,6,0,-6,33%,35,50%,0,0,0,0.95,155,7,7,4,0,75%,117,25%,0,1,-1,Loss,5,13,18,1,5,6,4,8,12,1,5,6,4,8,12,0,0,0,0,0,0,0,0,0
Ascent,Palla,FUR,yoru,0.56,157,9,16,4,-7,50%,108,47%,4,4,0,0.57,201,4,6,0,-2,50%,116,38%,3,2,1,0.55,136,5,10,4,-5,50%,104,57%,1,2,-1,Loss,5,13,18,1,5,6,4,8,12,1,5,6,4,8,12,0,0,0,0,0,0,0,0,0
Ascent,trent,G2,sova,1.43,270,16,9,5,7,78%,181,25%,1,0,1,1.54,283,12,6,1,6,67%,181,24%,1,0,1,1.22,243,4,3,4,1,100%,182,29%,0,0,0,Win,13,5,18,8,4,12,5,1,6,8,4,12,5,1,6,0,0,0,0,0,0,0,0,0
Ascent,jawgemo,G2,yoru,1.23,225,14,10,7,4,83%,161,40%,3,2,1,1.14,208,8,7,5,1,75%,150,33%,1,2,-1,1.43,261,6,3,2,3,100%,183,53%,2,0,2,Win,13,5,18,8,4,12,5,1,6,8,4,12,5,1,6,0,0,0,0,0,0,0,0,0
Ascent,valyn,G2,omen,1.17,213,16,10,1,6,83%,115,26%,2,3,-1,0.92,187,9,7,1,2,75%,98,21%,2,2,0,1.68,265,7,3,0,4,100%,148,36%,0,1,-1,Win,13,5,18,8,4,12,5,1,6,8,4,12,5,1,6,0,0,0,0,0,0,0,0,0
Ascent,JonahP,G2,vyse,0.99,164,10,10,4,0,78%,118,32%,2,3,-1,0.63,117,5,8,2,-3,67%,87,38%,1,2,-1,1.7,260,5,2,2,3,100%,180,28%,1,1,0,Win,13,5,18,8,4,12,5,1,6,8,4,12,5,1,6,0,0,0,0,0,0,0,0,0
Ascent,BABYBAY,G2,chamber,0.77,142,9,11,4,-2,83%,101,21%,1,1,0,0.7,137,5,8,2,-3,83%,86,8%,1,0,1,0.91,153,4,3,2,1,83%,132,43%,0,1,-1,Win,13,5,18,8,4,12,5,1,6,8,4,12,5,1,6,0,0,0,0,0,0,0,0,0
Sunset,pANcada,LOUD,omen,1.61,283,16,6,7,10,93%,177,43%,3,0,3,1.25,200,9,5,5,4,92%,121,30%,1,0,1,3.03,621,7,1,2,6,100%,403,75%,2,0,2,Win,13,2,15,10,2,12,3,0,3,10,2,12,3,0,3,0,0,0,0,0,0,0,0,0
Sunset,lukxo,LOUD,cypher,1.53,318,17,10,5,7,100%,233,40%,3,0,3,1.79,368,16,8,3,8,100%,261,38%,3,0,3,0.5,119,1,2,2,-1,100%,122,60%,0,0,0,Win,13,2,15,10,2,12,3,0,3,10,2,12,3,0,3,0,0,0,0,0,0,0,0,0
Sunset,Virtyy,LOUD,neon,1.29,327,18,11,3,7,73%,181,32%,4,3,1,1.12,297,13,9,3,4,75%,163,24%,3,3,0,1.97,450,5,2,0,3,67%,254,71%,1,0,1,Win,13,2,15,10,2,12,3,0,3,10,2,12,3,0,3,0,0,0,0,0,0,0,0,0
Sunset,cauanzin,LOUD,breach,1.17,171,9,6,9,3,93%,102,24%,0,0,0,1.3,194,8,5,7,3,100%,117,22%,0,0,0,0.69,83,1,1,2,0,67%,45,50%,0,0,0,Win,13,2,15,10,2,12,3,0,3,10,2,12,3,0,3,0,0,0,0,0,0,0,0,0
Sunset,RobbieBk,LOUD,sova,0.85,88,6,6,2,0,73%,73,50%,0,2,-2,0.74,102,5,6,2,-1,67%,76,50%,0,2,-2,1.31,35,1,0,0,1,100%,62,50%,0,0,0,Win,13,2,15,10,2,12,3,0,3,10,2,12,3,0,3,0,0,0,0,0,0,0,0,0
Sunset,Cryocells,100T,yoru,0.76,158,7,12,5,-5,53%,106,20%,0,1,-1,1.02,200,1,3,4,-2,67%,143,22%,0,0,0,0.7,148,6,9,1,-3,50%,97,19%,0,1,-1,Loss,2,13,15,0,3,3,2,10,12,0,3,3,2,10,12,0,0,0,0,0,0,0,0,0
Sunset,Asuna,100T,neon,0.74,171,9,13,3,-4,60%,109,34%,2,2,0,0.02,21,0,3,0,-3,33%,21,0%,0,1,-1,0.96,209,9,10,3,-1,67%,131,37%,2,1,1,Loss,2,13,15,0,3,3,2,10,12,0,3,3,2,10,12,0,0,0,0,0,0,0,0,0
Sunset,Kess,100T,cypher,0.74,165,8,13,2,-5,60%,107,43%,1,1,0,0.59,144,1,3,1,-2,33%,107,20%,0,0,0,0.78,171,7,10,1,-3,67%,107,62%,1,1,0,Loss,2,13,15,0,3,3,2,10,12,0,3,3,2,10,12,0,0,0,0,0,0,0,0,0
Sunset,eeiu,100T,sova,0.59,155,8,14,3,-6,40%,105,18%,1,1,0,0.67,128,2,3,0,-1,33%,66,25%,0,1,-1,0.57,162,6,11,3,-5,42%,115,17%,1,0,1,Loss,2,13,15,0,3,3,2,10,12,0,3,3,2,10,12,0,0,0,0,0,0,0,0,0
Sunset,zander,100T,omen,0.54,166,7,14,7,-7,73%,103,15%,1,5,-4,0.62,165,2,3,0,-1,67%,84,11%,0,1,-1,0.52,166,5,11,7,-6,75%,107,16%,1,4,-3,Loss,2,13,15,0,3,3,2,10,12,0,3,3,2,10,12,0,0,0,0,0,0,0,0,0
Bind,cauanzin,LOUD,gekko,1.23,304,20,17,6,3,80%,198,33%,4,1,3,1.42,356,9,7,3,2,75%,229,24%,2,1,1,1.1,270,11,10,3,1,83%,177,43%,2,0,2,Loss,7,13,20,2,6,8,5,7,12,2,6,8,5,7,12,0,0,0,0,0,0,0,0,0
Bind,pANcada,LOUD,brimstone,1.01,164,11,13,11,-2,75%,116,38%,1,0,1,0.3,39,0,7,6,-7,50%,21,0%,0,0,0,1.47,248,11,6,5,5,92%,180,46%,1,0,1,Loss,7,13,20,2,6,8,5,7,12,2,6,8,5,7,12,0,0,0,0,0,0,0,0,0
Bind,Virtyy,LOUD,raze,0.8,151,9,14,6,-5,75%,109,19%,2,6,-4,0.41,92,2,6,1,-4,63%,83,13%,0,4,-4,1.06,192,7,8,5,-1,83%,125,21%,2,2,0,Loss,7,13,20,2,6,8,5,7,12,2,6,8,5,7,12,0,0,0,0,0,0,0,0,0
Bind,RobbieBk,LOUD,skye,0.73,142,10,15,7,-5,65%,89,39%,0,1,-1,0.58,126,3,7,3,-4,50%,85,25%,0,0,0,0.83,153,7,8,4,-1,75%,91,55%,0,1,-1,Loss,7,13,20,2,6,8,5,7,12,2,6,8,5,7,12,0,0,0,0,0,0,0,0,0
Bind,lukxo,LOUD,viper,0.29,87,6,18,2,-12,45%,62,20%,1,4,-3,0.63,142,4,7,1,-3,63%,91,14%,1,0,1,0.05,51,2,11,1,-9,33%,42,33%,0,4,-4,Loss,7,13,20,2,6,8,5,7,12,2,6,8,5,7,12,0,0,0,0,0,0,0,0,0
Bind,Asuna,100T,raze,1.4,302,21,12,5,9,75%,167,21%,6,3,3,1.55,353,15,8,2,7,83%,187,24%,5,2,3,1.17,226,6,4,3,2,63%,138,17%,1,1,0,Win,13,7,20,7,5,12,6,2,8,7,5,12,6,2,8,0,0,0,0,0,0,0,0,0
Bind,zander,100T,viper,1.28,241,18,10,2,8,80%,151,33%,3,2,1,0.66,134,6,7,0,-1,75%,88,43%,0,1,-1,2.21,403,12,3,2,9,88%,245,29%,3,1,2,Win,13,7,20,7,5,12,6,2,8,7,5,12,6,2,8,0,0,0,0,0,0,0,0,0
Bind,Cryocells,100T,yoru,1.18,222,17,12,4,5,70%,144,22%,1,0,1,1.33,248,11,7,2,4,67%,156,20%,1,0,1,0.95,183,6,5,2,1,75%,125,27%,0,0,0,Win,13,7,20,7,5,12,6,2,8,7,5,12,6,2,8,0,0,0,0,0,0,0,0,0
Bind,eeiu,100T,fade,1.07,141,11,9,6,2,75%,94,32%,1,2,-1,0.85,126,5,7,4,-2,75%,79,33%,0,1,-1,1.42,165,6,2,2,4,75%,116,31%,1,1,0,Win,13,7,20,7,5,12,6,2,8,7,5,12,6,2,8,0,0,0,0,0,0,0,0,0
Bind,Kess,100T,brimstone,0.92,167,10,13,15,-3,85%,106,35%,1,1,0,0.73,167,6,9,8,-3,92%,106,33%,1,1,0,1.19,169,4,4,7,0,75%,106,36%,0,0,0,Win,13,7,20,7,5,12,6,2,8,7,5,12,6,2,8,0,0,0,0,0,0,0,0,0
Lotus,lukxo,LOUD,viper,1.59,304,28,18,5,10,73%,197,42%,6,1,5,1.19,231,11,10,2,1,69%,142,43%,4,0,4,1.99,378,17,8,3,9,77%,252,41%,2,1,1,Loss,12,14,26,6,7,13,6,7,13,6,6,12,6,6,12,0,1,1,0,1,1,0,2,2
Lotus,pANcada,LOUD,omen,0.88,149,13,18,6,-5,58%,100,34%,0,1,-1,1.35,227,11,9,3,2,54%,150,31%,0,0,0,0.41,72,2,9,3,-7,62%,49,44%,0,1,-1,Loss,12,14,26,6,7,13,6,7,13,6,6,12,6,6,12,0,1,1,0,1,1,0,2,2
Lotus,RobbieBk,LOUD,fade,0.74,167,11,20,17,-9,73%,107,23%,0,1,-1,0.9,230,9,11,5,-2,62%,136,26%,0,0,0,0.59,105,2,9,12,-7,85%,77,18%,0,1,-1,Loss,12,14,26,6,7,13,6,7,13,6,6,12,6,6,12,0,1,1,0,1,1,0,2,2
Lotus,cauanzin,LOUD,vyse,0.66,202,18,24,7,-6,69%,122,16%,2,1,1,0.19,94,3,12,3,-9,69%,72,8%,0,0,0,1.13,311,15,12,4,3,69%,172,20%,2,1,1,Loss,12,14,26,6,7,13,6,7,13,6,6,12,6,6,12,0,1,1,0,1,1,0,2,2
Lotus,Virtyy,LOUD,raze,0.62,164,15,21,1,-6,50%,94,20%,5,9,-4,0.46,165,7,12,1,-5,46%,94,29%,3,6,-3,0.78,164,8,9,0,-1,54%,94,13%,2,3,-1,Loss,12,14,26,6,7,13,6,7,13,6,6,12,6,6,12,0,1,1,0,1,1,0,2,2
Lotus,Asuna,100T,raze,1.33,271,24,18,6,6,69%,176,24%,5,4,1,1.09,242,11,10,2,1,54%,155,24%,4,3,1,1.57,301,13,8,4,5,85%,197,23%,1,1,0,Win,14,12,26,7,6,13,7,6,13,6,6,12,6,6,12,1,0,1,1,0,1,2,0,2
Lotus,Kess,100T,vyse,1.13,230,23,15,3,8,73%,153,25%,1,2,-1,1.22,227,11,7,1,4,77%,153,28%,1,1,0,1.04,234,12,8,2,4,69%,153,22%,0,1,-1,Win,14,12,26,7,6,13,7,6,13,6,6,12,6,6,12,1,0,1,1,0,1,2,0,2
Lotus,eeiu,100T,fade,1.1,189,19,16,9,3,85%,112,34%,1,3,-2,0.92,152,7,8,4,-1,69%,95,53%,0,1,-1,1.28,226,12,8,5,4,100%,128,23%,1,2,-1,Win,14,12,26,7,6,13,7,6,13,6,6,12,6,6,12,1,0,1,1,0,1,2,0,2
Lotus,Cryocells,100T,yoru,1.02,209,18,19,9,-1,88%,135,35%,4,2,2,0.95,228,11,11,0,0,85%,150,45%,1,1,0,1.08,192,7,8,9,-1,92%,121,24%,3,1,2,Win,14,12,26,7,6,13,7,6,13,6,6,12,6,6,12,1,0,1,1,0,1,2,0,2
Lotus,zander,100T,omen,0.93,181,17,17,6,0,62%,122,28%,2,2,0,0.94,155,7,8,6,-1,62%,106,24%,1,0,1,0.91,208,10,9,0,1,62%,139,30%,1,2,-1,Win,14,12,26,7,6,13,7,6,13,6,6,12,6,6,12,1,0,1,1,0,1,2,0,2
Sunset,Shyy,KRÜ,cypher,1.7,327,23,11,4,12,79%,216,48%,2,5,-3,3.28,607,16,2,1,14,71%,396,59%,1,2,-1,0.78,165,7,9,3,-2,83%,111,32%,1,3,-2,Win,13,6,19,6,1,7,7,5,12,6,1,7,7,5,12,0,0,0,0,0,0,0,0,0
Sunset,Mazino,KRÜ,sova,1.43,221,15,10,7,5,68%,160,26%,2,0,2,0.82,101,2,4,2,-2,71%,80,33%,0,0,0,1.78,292,13,6,5,7,67%,207,24%,2,0,2,Win,13,6,19,6,1,7,7,5,12,6,1,7,7,5,12,0,0,0,0,0,0,0,0,0
Sunset,keznit,KRÜ,yoru,1.18,256,16,14,10,2,84%,163,15%,2,2,0,0.86,181,4,5,4,-1,86%,114,14%,0,2,-2,1.37,300,12,9,6,3,83%,192,15%,2,0,2,Win,13,6,19,6,1,7,7,5,12,6,1,7,7,5,12,0,0,0,0,0,0,0,0,0
Sunset,Melser,KRÜ,omen,1.17,110,10,6,13,4,84%,72,21%,0,0,0,1.56,164,5,2,7,3,86%,88,20%,0,0,0,0.95,79,5,4,6,1,83%,64,23%,0,0,0,Win,13,6,19,6,1,7,7,5,12,6,1,7,7,5,12,0,0,0,0,0,0,0,0,0
Sunset,Dantedeu5,KRÜ,neon,0.8,171,12,12,4,0,63%,112,18%,1,5,-4,0.63,144,4,4,1,0,57%,88,21%,1,1,0,0.89,188,8,8,3,0,67%,126,16%,0,4,-4,Win,13,6,19,6,1,7,7,5,12,6,1,7,7,5,12,0,0,0,0,0,0,0,0,0
Sunset,skuba,NRG,omen,1.05,198,13,14,10,-1,63%,132,31%,2,0,2,1.07,164,6,8,10,-2,75%,124,33%,1,0,1,1,257,7,6,0,1,43%,145,29%,1,0,1,Loss,6,13,19,5,7,12,1,6,7,5,7,12,1,6,7,0,0,0,0,0,0,0,0,0
Sunset,mada,NRG,raze,0.97,211,13,16,5,-3,63%,142,34%,7,5,2,0.97,213,9,10,2,-1,58%,131,39%,4,4,0,0.95,209,4,6,3,-2,71%,161,28%,3,1,2,Loss,6,13,19,5,7,12,1,6,7,5,7,12,1,6,7,0,0,0,0,0,0,0,0,0
Sunset,brawk,NRG,sova,0.8,171,10,16,9,-6,68%,122,16%,1,1,0,1.19,221,9,9,7,0,83%,149,15%,0,0,0,0.11,85,1,7,2,-6,43%,77,18%,1,1,0,Loss,6,13,19,5,7,12,1,6,7,5,7,12,1,6,7,0,0,0,0,0,0,0,0,0
Sunset,Ethan,NRG,breach,0.69,133,9,15,5,-6,63%,91,28%,1,0,1,0.64,125,5,9,5,-4,58%,76,33%,1,0,1,0.79,149,4,6,0,-2,71%,116,21%,0,0,0,Loss,6,13,19,5,7,12,1,6,7,5,7,12,1,6,7,0,0,0,0,0,0,0,0,0
Sunset,s0m,NRG,cypher,0.55,134,8,15,4,-7,53%,99,20%,1,1,0,0.73,154,7,9,3,-2,67%,107,28%,1,1,0,0.24,101,1,6,1,-5,29%,86,12%,0,0,0,Loss,6,13,19,5,7,12,1,6,7,5,7,12,1,6,7,0,0,0,0,0,0,0,0,0
Lotus,keznit,KRÜ,raze,1.31,279,22,15,2,7,80%,170,23%,3,1,2,1.11,268,9,8,0,1,88%,165,39%,1,0,1,1.44,287,13,7,2,6,75%,173,16%,2,1,1,Loss,7,13,20,1,7,8,6,6,12,1,7,8,6,6,12,0,0,0,0,0,0,0,0,0
Lotus,Melser,KRÜ,omen,1.01,220,15,16,5,-1,75%,156,30%,5,2,3,0.12,67,1,8,2,-7,50%,65,30%,1,2,-1,1.59,322,14,8,3,6,92%,216,29%,4,0,4,Loss,7,13,20,1,7,8,6,6,12,1,7,8,6,6,12,0,0,0,0,0,0,0,0,0
Lotus,Shyy,KRÜ,viper,0.86,160,12,14,3,-2,70%,102,24%,0,0,0,1.29,261,8,7,1,1,75%,147,19%,0,0,0,0.57,94,4,7,2,-3,67%,72,36%,0,0,0,Loss,7,13,20,1,7,8,6,6,12,1,7,8,6,6,12,0,0,0,0,0,0,0,0,0
Lotus,Mazino,KRÜ,fade,0.41,123,6,17,13,-11,70%,74,12%,0,3,-3,0.02,64,1,8,3,-7,50%,46,9%,0,2,-2,0.73,163,5,9,10,-4,83%,93,13%,0,1,-1,Loss,7,13,20,1,7,8,6,6,12,1,7,8,6,6,12,0,0,0,0,0,0,0,0,0
